Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,session_id,event_time,event_type,product_id,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
meat and seafood combo shopper,"[208053460091, datetime.datetime(2024, 2, 16, 11, 17, 41, 835000), 'load', '美澳紐超值福利牛肉']","[208053460091, datetime.datetime(2024, 2, 16, 11, 19, 25, 462000), 'load', '鮮凍智利鮭魚']","[208053460091, datetime.datetime(2024, 2, 16, 11, 20, 36, 934000), 'load', '台南無刺虱目魚肚']","[208053460091, datetime.datetime(2024, 2, 16, 11, 21, 15, 181000), 'load', '美國安格斯帶骨牛小排']","[208053460091, datetime.datetime(2024, 2, 16, 11, 21, 51, 81000), 'load', '美澳紐超值福利牛肉']","[208053460091, datetime.datetime(2024, 2, 16, 11, 34, 21, 768000), 'purchase', '美澳紐超值福利牛肉']","[208053460091, datetime.datetime(2024, 2, 16, 11, 34, 21, 768000), 'purchase', '鮮凍智利鮭魚']","[208053460091, datetime.datetime(2024, 2, 16, 11, 34, 21, 768000), 'purchase', '黃金香酥旗魚塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[205416969182, datetime.datetime(2024, 1, 16, 22, 56, 20, 342000), 'load', '美國安格斯帶骨牛小排']","[205416969182, datetime.datetime(2024, 1, 16, 23, 1, 3, 598000), 'load', '美國安格斯帶骨牛小排']","[205416969182, datetime.datetime(2024, 1, 16, 23, 2, 45, 258000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[210074889496, datetime.datetime(2024, 3, 10, 20, 48, 11, 480000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[210074889496, datetime.datetime(2024, 3, 10, 20, 56, 19, 488000), 'load', '日式梅花燒肉片']","[210074889496, datetime.datetime(2024, 3, 10, 21, 1, 27, 600000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']","[210074889496, datetime.datetime(2024, 3, 10, 21, 1, 27, 600000), 'purchase', '日式梅花燒肉片']","[210074889496, datetime.datetime(2024, 3, 10, 21, 1, 27, 600000), 'purchase', '鮮凍毛豆仁']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[200547949280, datetime.datetime(2023, 11, 21, 14, 25, 53, 483000), 'load', '台南無毒鮮凍酪梨']","[200547949280, datetime.datetime(2023, 11, 21, 14, 31, 18, 119000), 'purchase', '台南無毒鮮凍酪梨']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[210985285223, datetime.datetime(2024, 3, 21, 9, 42, 8, 362000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[210985285223, datetime.datetime(2024, 3, 21, 9, 50, 2, 800000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[206626783986, datetime.datetime(2024, 1, 30, 23, 0, 22, 283000), 'load', '鴻運納財迎春宴']","[206626783986, datetime.datetime(2024, 1, 30, 23, 4, 19, 314000), 'purchase', '鴻運納財迎春宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[206013524513, datetime.datetime(2024, 1, 23, 20, 38, 46, 993000), 'load', '鴻運納財迎春宴']","[206013524513, datetime.datetime(2024, 1, 23, 20, 42, 12, 794000), 'purchase', '鴻運納財迎春宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[203667020885, datetime.datetime(2023, 12, 27, 16, 51, 38, 375000), 'load', '【基食堂】脆皮豬燒肉']","[203667020885, datetime.datetime(2023, 12, 27, 16, 59, 52, 59000), 'purchase', '【基食堂】脆皮豬燒肉']","[203667020885, datetime.datetime(2023, 12, 27, 16, 59, 52, 59000), 'purchase', '特A級日本栗香地瓜']","[203667020885, datetime.datetime(2023, 12, 27, 16, 59, 52, 59000), 'purchase', '福利帶骨雞腿塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[208264689422, datetime.datetime(2024, 2, 18, 21, 58, 10, 402000), 'load', '日式梅花燒肉片']","[208264689422, datetime.datetime(2024, 2, 18, 21, 58, 22, 223000), 'load', '日式梅花燒肉片']","[208264689422, datetime.datetime(2024, 2, 18, 22, 0, 33, 156000), 'load', '鮮凍青花菜']","[208264689422, datetime.datetime(2024, 2, 18, 22, 5, 25, 12000), 'purchase', '日式梅花燒肉片']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[207992318895, datetime.datetime(2024, 2, 15, 18, 18, 39, 655000), 'load', '鮮採冷凍泰國金枕頭榴槤 ']","[207992318895, datetime.datetime(2024, 2, 15, 18, 24, 10, 317000), 'purchase', '鮮採冷凍泰國金枕頭榴槤 ']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[203135292016, datetime.datetime(2023, 12, 21, 13, 9, 31, 226000), 'load', '香烤起司馬鈴薯4入任選']","[203135292016, datetime.datetime(2023, 12, 21, 13, 14, 58, 83000), 'purchase', '香烤起司馬鈴薯4入任選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[210817113071, datetime.datetime(2024, 3, 19, 11, 0, 28, 17000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[210817113071, datetime.datetime(2024, 3, 19, 11, 1, 27, 8000), 'load', '【限量特賣】舒肥鮭魚任選']","[210817113071, datetime.datetime(2024, 3, 19, 11, 3, 20, 260000), 'purchase', '【限量特賣】舒肥鮭魚任選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[210553893799, datetime.datetime(2024, 3, 16, 9, 51, 35, 729000), 'load', '澎湖活凍野生明蝦']","[210553893799, datetime.datetime(2024, 3, 16, 9, 53, 50, 242000), 'load', '澎湖活凍野生明蝦']","[210553893799, datetime.datetime(2024, 3, 16, 9, 58, 53, 637000), 'purchase', '香酥雞腿排']","[210553893799, datetime.datetime(2024, 3, 16, 9, 58, 53, 637000), 'purchase', '美國頂級無骨牛小排']","[210553893799, datetime.datetime(2024, 3, 16, 9, 58, 53, 637000), 'purchase', '家庭號優鮮原味雞塊']","[210553893799, datetime.datetime(2024, 3, 16, 9, 58, 53, 637000), 'purchase', '澎湖活凍野生明蝦']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[209217403713, datetime.datetime(2024, 2, 29, 22, 36, 44, 723000), 'load', '爆汁雞肉捲']","[209217403713, datetime.datetime(2024, 2, 29, 22, 38, 16, 447000), 'load', '爆汁雞肉捲']","[209217403713, datetime.datetime(2024, 2, 29, 22, 42, 40, 130000), 'purchase', '爆汁雞肉捲']","[209217403713, datetime.datetime(2024, 2, 29, 22, 42, 40, 130000), 'purchase', '優鮮原味雞塊']","[209217403713, datetime.datetime(2024, 2, 29, 22, 42, 40, 130000), 'purchase', '黃金香酥旗魚塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[204809809549, datetime.datetime(2024, 1, 9, 22, 17, 2, 471000), 'load', '日式梅花燒肉片']","[204809809549, datetime.datetime(2024, 1, 9, 22, 17, 28, 259000), 'load', '西班牙手切伊比利松阪豬']","[204809809549, datetime.datetime(2024, 1, 9, 22, 18, 5, 435000), 'load', '西班牙頂級霜降松阪豬']","[204809809549, datetime.datetime(2024, 1, 9, 22, 23, 21, 335000), 'load', '西班牙頂級霜降松阪豬']","[204809809549, datetime.datetime(2024, 1, 9, 22, 24, 6, 419000), 'load', '酒釀蒜香鹹豬肉']","[204809809549, datetime.datetime(2024, 1, 9, 22, 24, 50, 151000), 'load', '智利薄鹽鮭魚片']","[204809809549, datetime.datetime(2024, 1, 9, 22, 26, 5, 438000), 'load', '手工黃金厚片青蔥餅']","[204809809549, datetime.datetime(2024, 1, 9, 22, 27, 32, 583000), 'purchase', '日式梅花燒肉片']","[204809809549, datetime.datetime(2024, 1, 9, 22, 27, 32, 583000), 'purchase', '西班牙頂級霜降松阪豬']","[204809809549, datetime.datetime(2024, 1, 9, 22, 27, 32, 583000), 'purchase', '酒釀蒜香鹹豬肉']","[204809809549, datetime.datetime(2024, 1, 9, 22, 27, 32, 583000), 'purchase', '智利薄鹽鮭魚片']","[204809809549, datetime.datetime(2024, 1, 9, 22, 27, 32, 583000), 'purchase', '手工黃金厚片青蔥餅']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[203815986347, datetime.datetime(2023, 12, 29, 10, 14, 20, 422000), 'load', '招牌紅燒牛肉湯']","[203815986347, datetime.datetime(2023, 12, 29, 10, 17, 59, 356000), 'load', '招牌紅燒牛肉湯']","[203815986347, datetime.datetime(2023, 12, 29, 10, 22, 26, 48000), 'purchase', '招牌紅燒牛肉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end beef lover,"[199708575559, datetime.datetime(2023, 11, 11, 21, 16, 16, 210000), 'load', '美國安格斯帶骨牛小排']","[199708575559, datetime.datetime(2023, 11, 11, 21, 16, 54, 563000), 'purchase', '美國安格斯帶骨牛小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vegetable and fruit lover,"[205233632763, datetime.datetime(2024, 1, 14, 20, 0, 33, 631000), 'load', '甜蜜蜜砂糖橘']","[205233632763, datetime.datetime(2024, 1, 14, 20, 1, 55, 219000), 'purchase', '甜蜜蜜砂糖橘']","[205233632763, datetime.datetime(2024, 1, 14, 20, 34, 1, 297000), 'purchase', '甜蜜蜜砂糖橘']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[206454382631, datetime.datetime(2024, 1, 28, 23, 6, 28, 641000), 'load', '【基食堂】蒜蓉粉絲煲']","[206454382631, datetime.datetime(2024, 1, 28, 23, 7, 3, 323000), 'load', '頂級鮮採冷凍貓山王榴槤']","[206454382631, datetime.datetime(2024, 1, 28, 23, 9, 49, 599000), 'load', '紐西蘭五星級羊小排']","[206454382631, datetime.datetime(2024, 1, 28, 23, 19, 41, 51000), 'purchase', '【基食堂】蒜蓉粉絲煲']","[206454382631, datetime.datetime(2024, 1, 28, 23, 19, 41, 51000), 'purchase', '紐西蘭五星級羊小排']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meat and seafood combo shopper,"[209006319694, datetime.datetime(2024, 2, 27, 11, 59, 35, 908000), 'load', '超值老饕霜降骰子牛肉']","[209006319694, datetime.datetime(2024, 2, 27, 12, 0, 12, 620000), 'load', '福利超值雞腿丁']","[209006319694, datetime.datetime(2024, 2, 27, 12, 0, 49, 471000), 'load', '元氣南瓜濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 1, 10, 322000), 'load', '元氣南瓜濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 2, 23, 117000), 'load', '紐西蘭菲力骰子牛']","[209006319694, datetime.datetime(2024, 2, 27, 12, 3, 16, 169000), 'load', '紐西蘭菲力骰子牛']","[209006319694, datetime.datetime(2024, 2, 27, 12, 3, 45, 701000), 'load', '霜降骰子牛肉【買三送二】']","[209006319694, datetime.datetime(2024, 2, 27, 12, 4, 7, 483000), 'load', '日本A5和牛漢堡排單入任選']","[209006319694, datetime.datetime(2024, 2, 27, 12, 4, 21, 962000), 'load', '螯蝦海鮮濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 6, 53, 317000), 'load', '元氣南瓜濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 8, 4, 163000), 'load', '元氣南瓜濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 8, 23, 578000), 'load', '鮮凍特選魷魚圈']","[209006319694, datetime.datetime(2024, 2, 27, 12, 10, 5, 199000), 'load', '一休精選 鮮凍智利鮭魚菲力']","[209006319694, datetime.datetime(2024, 2, 27, 12, 12, 7, 297000), 'load', '無膨發安心白蝦仁 100g']","[209006319694, datetime.datetime(2024, 2, 27, 12, 13, 36, 518000), 'load', '國產特選豬五花肉片']","[209006319694, datetime.datetime(2024, 2, 27, 12, 15, 17, 754000), 'load', '招牌蒜香羊肉']","[209006319694, datetime.datetime(2024, 2, 27, 12, 16, 20, 959000), 'load', '紐西蘭五星級羊小排']","[209006319694, datetime.datetime(2024, 2, 27, 12, 16, 49, 45000), 'load', '招牌蒜香羊肉']","[209006319694, datetime.datetime(2024, 2, 27, 12, 17, 54, 830000), 'load', '超值老饕霜降骰子牛肉']","[209006319694, datetime.datetime(2024, 2, 27, 12, 18, 27, 174000), 'load', '超值老饕霜降骰子牛肉']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '超值老饕霜降骰子牛肉']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '元氣南瓜濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '紐西蘭菲力骰子牛']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '螯蝦海鮮濃湯']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '一休精選 鮮凍智利鮭魚菲力']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '紐西蘭五星級羊小排']","[209006319694, datetime.datetime(2024, 2, 27, 12, 22, 10, 159000), 'purchase', '招牌蒜香羊肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[203918495774, datetime.datetime(2023, 12, 30, 14, 42, 8, 434000), 'load', '鴻運納財迎春宴']","[203918495774, datetime.datetime(2023, 12, 30, 14, 42, 33, 711000), 'load', '鴻運納財迎春宴']","[203918495774, datetime.datetime(2023, 12, 30, 14, 44, 40, 86000), 'purchase', '鴻運納財迎春宴']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comfort food lover,"[206373795046, datetime.datetime(2024, 1, 28, 0, 43, 17, 305000), 'load', '醬漬一口鮑單入自由選']","[206373795046, datetime.datetime(2024, 1, 28, 0, 44, 26, 935000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[206762030070, datetime.datetime(2024, 2, 1, 12, 34, 28, 871000), 'load', '豐禾小團聚']","[206762030070, datetime.datetime(2024, 2, 1, 12, 42, 9, 190000), 'load', '豐禾小團聚']","[206762030070, datetime.datetime(2024, 2, 1, 12, 43, 8, 332000), 'load', '澎湖活凍野生明蝦']","[206762030070, datetime.datetime(2024, 2, 1, 12, 44, 49, 424000), 'load', '豐禾小團聚']","[206762030070, datetime.datetime(2024, 2, 1, 12, 46, 0, 891000), 'purchase', '豐禾小團聚']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Japanese specialty enthusiast,"[210763420892, datetime.datetime(2024, 3, 18, 20, 3, 42, 886000), 'load', '特級蘇丹王鮮凍榴槤果肉']","[210763420892, datetime.datetime(2024, 3, 18, 20, 6, 30, 668000), 'purchase', '特級蘇丹王鮮凍榴槤果肉']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
seasonal and festive food buyer,"[209221675866, datetime.datetime(2024, 2, 29, 23, 48, 12, 968000), 'load', '泰國進口冷凍山竹']","[209221675866, datetime.datetime(2024, 2, 29, 23, 50, 3, 531000), 'load', '泰國紅毛丹鮮果肉']","[209221675866, datetime.datetime(2024, 2, 29, 23, 50, 34, 352000), 'load', '泰國進口冷凍山竹']","[209221675866, datetime.datetime(2024, 2, 29, 23, 51, 45, 810000), 'load', '泰國紅毛丹鮮果肉']","[209221675866, datetime.datetime(2024, 2, 29, 23, 53, 32, 527000), 'load', '泰國紅毛丹鮮果肉']","[209221675866, datetime.datetime(2024, 2, 29, 23, 53, 47, 914000), 'load', '泰國進口冷凍山竹']","[209221675866, datetime.datetime(2024, 3, 1, 0, 0, 1, 82000), 'purchase', '泰國進口冷凍山竹']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[206503329522, datetime.datetime(2024, 1, 29, 12, 43, 19, 329000), 'load', '海陸炸物組合']","[206503329522, datetime.datetime(2024, 1, 29, 12, 44, 5, 842000), 'load', '海陸炸物組合']","[206503329522, datetime.datetime(2024, 1, 29, 12, 44, 20, 406000), 'load', '家庭號優鮮原味雞塊']","[206503329522, datetime.datetime(2024, 1, 29, 12, 44, 34, 755000), 'load', '義式莫札瑞拉香濃起士棒']","[206503329522, datetime.datetime(2024, 1, 29, 12, 45, 45, 938000), 'load', '黃金香酥旗魚塊']","[206503329522, datetime.datetime(2024, 1, 29, 12, 46, 41, 230000), 'load', '家庭號優鮮原味雞塊']","[206503329522, datetime.datetime(2024, 1, 29, 12, 47, 13, 974000), 'load', '家庭號優鮮原味雞塊']","[206503329522, datetime.datetime(2024, 1, 29, 12, 47, 58, 915000), 'load', '招牌無骨鹽酥雞5入自由選']","[206503329522, datetime.datetime(2024, 1, 29, 12, 48, 26, 164000), 'load', '金山脆皮紅薯地瓜條']","[206503329522, datetime.datetime(2024, 1, 29, 12, 49, 35, 110000), 'load', '義式莫札瑞拉香濃起士棒']","[206503329522, datetime.datetime(2024, 1, 29, 12, 51, 25, 403000), 'load', '金山脆皮紅薯地瓜條']","[206503329522, datetime.datetime(2024, 1, 29, 12, 52, 46, 329000), 'load', '海陸炸物組合']","[206503329522, datetime.datetime(2024, 1, 29, 12, 57, 54, 84000), 'purchase', '義式莫札瑞拉香濃起士棒']","[206503329522, datetime.datetime(2024, 1, 29, 12, 57, 54, 84000), 'purchase', '黃金酥炸魷魚條']","[206503329522, datetime.datetime(2024, 1, 29, 12, 57, 54, 84000), 'purchase', '海陸炸物組合']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[205933381827, datetime.datetime(2024, 1, 22, 22, 24, 21, 794000), 'load', '一口炙燒烏魚子']","[205933381827, datetime.datetime(2024, 1, 22, 22, 26, 9, 307000), 'load', '嘉義優勝炙燒烏魚子']","[205933381827, datetime.datetime(2024, 1, 22, 22, 27, 24, 576000), 'load', '一口炙燒烏魚子']","[205933381827, datetime.datetime(2024, 1, 22, 22, 27, 47, 305000), 'load', ' 一口烏魚子']","[205933381827, datetime.datetime(2024, 1, 22, 22, 29, 2, 993000), 'load', '黃金香酥旗魚塊']","[205933381827, datetime.datetime(2024, 1, 22, 22, 30, 4, 711000), 'load', '豪氣食堂手工水餃20入選']","[205933381827, datetime.datetime(2024, 1, 22, 22, 34, 11, 333000), 'load', '巨無霸五星級干貝']","[205933381827, datetime.datetime(2024, 1, 22, 22, 35, 31, 998000), 'load', '松露鹽麴風味翼板牛(4串)']","[205933381827, datetime.datetime(2024, 1, 22, 22, 37, 35, 850000), 'load', '北海道嚴選鮮甜干貝']","[205933381827, datetime.datetime(2024, 1, 22, 22, 42, 4, 489000), 'load', '北海道嚴選鮮甜干貝']","[205933381827, datetime.datetime(2024, 1, 22, 22, 47, 25, 385000), 'purchase', ' 一口烏魚子']","[205933381827, datetime.datetime(2024, 1, 22, 22, 47, 25, 385000), 'purchase', '黃金香酥旗魚塊']","[205933381827, datetime.datetime(2024, 1, 22, 22, 47, 25, 385000), 'purchase', '松露鹽麴風味翼板牛(4串)']","[205933381827, datetime.datetime(2024, 1, 22, 22, 47, 25, 385000), 'purchase', '北海道嚴選鮮甜干貝']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
healthy and low-calorie food seeker,"[200557518416, datetime.datetime(2023, 11, 21, 17, 5, 20, 356000), 'load', '低醣飲食雞胸蔬菜任選35入']","[200557518416, datetime.datetime(2023, 11, 21, 17, 6, 3, 756000), 'load', '鮮凍綜合蔬菜']","[200557518416, datetime.datetime(2023, 11, 21, 17, 6, 47, 501000), 'load', '南方澳鮮撈無鹽鯖魚(2片)']","[200557518416, datetime.datetime(2023, 11, 21, 17, 9, 12, 996000), 'purchase', '鮮凍綜合蔬菜']","[200557518416, datetime.datetime(2023, 11, 21, 17, 9, 12, 996000), 'purchase', '南方澳鮮撈無鹽鯖魚(2片)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
premium seafood enthusiast,"[199337955403, datetime.datetime(2023, 11, 7, 14, 19, 18, 150000), 'load', '橙蜜香小蕃茄']","[199337955403, datetime.datetime(2023, 11, 7, 14, 38, 43, 718000), 'purchase', '黃金香酥旗魚塊']","[199337955403, datetime.datetime(2023, 11, 7, 14, 38, 43, 718000), 'purchase', '鮮凍油菜花']","[199337955403, datetime.datetime(2023, 11, 7, 14, 38, 43, 718000), 'purchase', '家庭號優鮮原味雞塊']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snack and convenience food shopper,"[201517301136, datetime.datetime(2023, 12, 2, 19, 41, 44, 972000), 'load', '招牌紅燒牛肉湯']","[201517301136, datetime.datetime(2023, 12, 2, 20, 16, 24, 805000), 'load', '招牌紅燒牛肉湯']","[201517301136, datetime.datetime(2023, 12, 2, 20, 18, 46, 181000), 'purchase', '招牌紅燒牛肉湯']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-end and premium food lover,"[204387543268, datetime.datetime(2024, 1, 5, 0, 59, 6, 860000), 'load', '醬漬一口鮑單入自由選']","[204387543268, datetime.datetime(2024, 1, 5, 0, 59, 21, 327000), 'load', '醬漬一口鮑單入自由選']","[204387543268, datetime.datetime(2024, 1, 5, 0, 59, 28, 974000), 'load', '醬漬一口鮑單入自由選']","[204387543268, datetime.datetime(2024, 1, 5, 1, 0, 52, 954000), 'load', '醬漬一口鮑單入自由選']","[204387543268, datetime.datetime(2024, 1, 5, 1, 4, 21, 566000), 'load', '醬漬一口鮑單入自由選']","[204387543268, datetime.datetime(2024, 1, 5, 1, 8, 52, 843000), 'purchase', '醬漬一口鮑單入自由選']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
